,Games,AtBase,Hits
33550,1,0,0
33551,42,95,13
33552,134,473,132
33553,127,446,131
33554,6,12,3
33555,35,31,3
33556,20,20,6
33557,36,105,21
33558,132,481,122
33559,55,64,13
33560,17,60,20
33561,135,509,127
33562,1,1,0
33563,31,90,27
33564,4,6,1
33565,79,218,56
33566,41,29,3
33567,6,22,6
33568,83,247,66
33569,92,368,112
33570,13,5,0
33571,153,558,166
33572,6,3,2
33573,26,44,11
33574,30,113,28
33575,66,73,22
33576,26,31,4
33577,144,496,119
33578,28,62,6
33579,156,555,147
33580,9,2,0
33581,44,14,2
33582,113,379,104
33583,94,271,60
33584,3,0,0
33585,71,258,77
33586,119,417,114
33587,22,2,0
33588,6,3,0
33589,35,44,5
33590,150,577,144
33591,29,73,11
33592,5,8,4
33593,77,220,47
33594,34,13,2
33595,19,32,5
33596,1,1,0
33597,64,198,52
33598,32,68,11
33599,127,385,93
33600,117,323,87
33601,87,222,50
33602,41,104,26
33603,63,91,21
33604,11,11,1
33605,103,333,92
33606,52,119,34
33607,34,83,12
33608,88,309,98
33609,3,2,0
33610,121,458,133
33611,13,33,9
33612,106,338,93
33613,10,2,0
33614,45,99,21
33615,146,584,167
33616,97,280,70
33617,22,38,8
33618,2,2,0
33619,39,48,10
33620,34,81,14
33621,6,15,2
33622,129,435,128
33623,27,69,13
33624,63,161,40
33625,154,617,152
33626,7,7,2
33627,16,12,2
33628,80,214,54
33629,17,2,0
33630,148,590,183
33631,53,88,22
33632,33,72,5
33633,144,567,143
33634,1,0,0
33635,143,537,146
33636,4,4,2
33637,2,0,0
33638,113,376,95
33639,33,57,11
33640,12,13,2
33641,53,138,28
33642,3,5,1
33643,106,370,92
33644,12,35,8
33645,92,206,53
33646,17,31,8
33647,30,53,9
33648,1,0,0
33649,2,3,1
33650,56,57,15
33651,75,180,45
33652,115,343,104
33653,135,515,168
33654,69,172,36
33655,7,8,3
33656,3,1,0
33657,1,1,0
33658,3,1,0
33659,94,302,75
33660,20,19,4
33661,24,33,4
33662,66,180,42
33663,29,56,6
33664,145,484,120
33665,3,5,1
33666,1,1,0
33667,86,221,47
33668,130,468,115
33669,12,27,6
33670,31,21,4
33671,141,608,204
33672,152,560,162
33673,91,207,48
33674,78,189,49
33675,107,335,86
33676,33,20,6
33677,36,81,29
33678,14,34,7
33679,138,496,143
33680,21,18,2
33681,39,50,8
33682,4,4,0
33683,146,514,149
33684,155,611,230
33685,28,13,2
33686,39,92,19
33687,11,7,3
33688,83,228,61
33689,143,494,129
33690,96,246,79
33691,19,42,10
33692,23,44,8
33693,1,1,0
33694,26,18,4
33695,74,198,56
33696,37,14,1
33697,36,74,17
33698,142,548,171
33699,55,24,7
33700,21,23,2
33701,45,39,5
33702,3,3,0
33703,11,2,0
33704,32,27,5
33705,35,80,13
33706,82,231,47
33707,23,10,2
33708,45,63,18
33709,105,290,69
33710,143,565,159
33711,43,36,5
33712,137,488,140
33713,1,2,0
33714,22,17,5
33715,13,2,0
33716,32,39,7
33717,123,454,123
33718,39,56,7
33719,3,3,1
33720,38,68,8
33721,16,24,6
33722,3,0,0
33723,4,4,1
33724,2,4,2
33725,8,4,1
33726,18,29,11
33727,10,5,0
33728,151,560,166
33729,25,17,1
33730,88,281,92
33731,40,62,7
33732,4,3,0
33733,27,11,1
33734,36,81,19
33735,151,566,155
33736,64,127,30
33737,41,83,16
33738,36,44,12
33739,100,290,57
33740,8,31,10
33741,8,6,1
33742,3,13,3
33743,29,64,12
33744,10,15,3
33745,25,62,12
33746,113,424,112
33747,128,464,117
33748,21,44,11
33749,71,187,46
33750,98,326,82
33751,134,493,125
33752,147,574,170
33753,34,51,5
33754,156,641,186
33755,90,302,77
33756,5,5,1
33757,7,4,0
33758,77,196,47
33759,31,52,10
33760,38,39,5
33761,89,322,85
33762,51,122,26
33763,43,115,25
33764,78,198,48
33765,5,4,1
33766,43,73,11
33767,145,530,138
33768,33,13,1
33769,2,2,0
33770,3,6,0
33771,31,64,14
33772,102,293,88
33773,52,104,31
33774,96,337,88
33775,34,84,11
33776,119,408,111
33777,6,13,1
33778,36,72,12
33779,43,37,7
33780,12,10,3
33781,10,23,6
33782,95,340,78
33783,125,391,88
33784,21,42,6
33785,2,0,0
33786,28,47,7
33787,2,1,0
33788,17,9,0
33789,36,21,4
33790,63,161,43
33791,4,14,8
33792,31,51,7
33793,38,23,2
33794,121,446,122
33795,83,221,54
33796,146,549,176
33797,4,1,0
33798,124,361,78
33799,53,160,39
33800,44,118,24
33801,37,90,15
33802,114,391,92
33803,31,9,2
33804,149,539,123
33805,67,247,79
33806,1,0,0
33807,43,32,4
33808,155,635,171
33809,85,287,75
33810,128,429,109
33811,6,5,1
33812,118,401,112
33813,141,515,130
33814,6,1,0
33815,4,11,1
33816,3,0,0
33817,6,4,0
33818,34,78,17
33819,148,519,125
33820,85,173,36
33821,113,292,65
33822,17,22,6
33823,128,446,125
33824,46,35,10
33825,2,3,0
33826,138,471,117
33827,47,90,26
33828,134,438,111
33829,39,108,27
33830,53,8,2
33831,32,69,15
33832,43,79,13
33833,83,242,63
33834,2,1,0
33835,113,383,117
33836,3,0,0
33837,41,78,11
33838,65,123,30
33839,55,169,39
33840,56,248,73
33841,150,558,135
33842,144,521,139
33843,37,72,7
33844,7,9,1
33845,1,5,2
33846,2,2,0
33847,54,109,22
33848,3,4,0
33849,139,562,166
33850,110,322,89
33851,129,408,129
33852,112,332,97
33853,79,171,47
33854,33,48,9
33855,2,2,0
33856,7,15,4
33857,42,146,38
33858,1,0,0
33859,5,9,2
33860,23,54,8
33861,36,55,5
33862,66,163,38
33863,3,4,3
33864,4,10,2
33865,33,10,1
33866,1,0,0
33867,119,391,97
33868,132,428,122
33869,87,146,26
33870,66,125,20
33871,86,253,62
33872,16,3,0
33873,27,13,2
33874,60,165,48
33875,3,6,0
33876,49,10,3
33877,34,73,6
33878,27,58,11
33879,57,30,5
33880,48,95,16
33881,137,509,188
33882,12,10,1
33883,4,0,0
33884,10,24,2
33885,88,258,66
33886,3,0,0
33887,134,455,127
33888,3,2,1
33889,73,106,23
33890,136,512,140
33891,1,0,0
33892,31,51,8
33893,145,555,138
33894,49,130,30
33895,41,111,27
33896,3,1,0
33897,15,38,8
33898,144,529,174
33899,74,187,35
33900,11,22,6
33901,23,36,5
33902,4,7,0
33903,8,24,2
33904,107,277,70
33905,56,208,61
33906,30,20,4
33907,1,2,0
33908,71,136,17
33909,22,25,3
33910,142,492,148
33911,6,5,1
33912,154,662,188
33913,55,148,36
33914,31,14,3
33915,20,30,4
33916,125,388,101
33917,48,46,5
33918,38,47,10
33919,23,5,1
33920,107,308,67
33921,60,157,38
33922,103,301,82
33923,8,10,4
33924,27,81,19
33925,58,164,37
33926,32,45,5
33927,14,24,2
33928,1,0,0
33929,43,13,1
33930,40,38,5
33931,50,116,23
33932,116,415,115
33933,109,329,78
33934,21,24,2
33935,37,81,15
33936,13,1,0
33937,1,0,0
33938,6,17,5
33939,30,19,4
33940,6,8,1
33941,64,97,24
33942,134,452,118
33943,79,220,49
33944,18,22,1
33945,86,258,65
33946,28,61,13
33947,134,475,135
33948,26,78,15
33949,2,2,0
33950,4,0,0
33951,1,1,0
33952,34,62,5
33953,39,82,11
33954,32,77,21
33955,34,90,24
33956,104,343,97
33957,41,89,27
33958,4,1,0
33959,46,56,15
33960,11,7,2
33961,14,3,0
33962,35,83,16
33963,29,68,19
33964,6,3,0
33965,35,51,7
33966,130,436,125
33967,87,255,71
33968,3,1,1
33969,3,0,0
33970,33,3,1
33971,4,1,0
33972,8,0,0
33973,118,448,120
33974,105,360,106
33975,34,55,13
33976,154,589,164
33977,42,68,17
33978,38,24,3
33979,49,112,24
33980,35,74,13
33981,111,358,78
33982,128,447,123
33983,33,79,14
33984,7,10,1
33985,14,24,5
33986,53,152,40
33987,1,1,0
33988,1,0,0
33989,42,147,31
33990,82,307,86
33991,44,94,17
33992,100,390,91
33993,67,228,60
33994,3,0,0
33995,7,1,0
33996,130,529,146
33997,31,75,20
33998,9,20,7
33999,153,590,161
34000,2,2,0
34001,44,84,17
34002,131,369,97
34003,2,1,1
34004,137,544,176
34005,145,605,186
34006,76,272,94
34007,4,0,0
34008,14,2,0
34009,33,68,10
34010,147,547,153
34011,139,541,167
34012,23,23,4
34013,5,0,0
34014,2,2,0
34015,31,46,0
34016,11,41,6
34017,33,35,10
34018,1,0,0
34019,53,138,34
34020,21,45,10
34021,64,148,31
34022,5,15,4
34023,58,176,51
34024,41,44,11
34025,139,482,135
34026,22,17,1
34027,40,37,6
34028,154,610,184
34029,39,23,4
34030,22,26,3
34031,8,20,5
34032,109,321,87
34033,4,1,0
34034,132,432,131
34035,150,525,138
34036,37,55,9
34037,29,4,0
34038,36,72,17
34039,4,1,1
34040,51,21,3
34041,75,160,42
34042,24,31,8
34043,122,413,108
34044,31,77,18
34045,41,72,17
34046,88,247,63
34047,1,3,2
34048,2,8,3
34049,142,549,177
34050,22,17,1
34051,12,26,8
34052,2,0,0
34053,81,241,63
34054,41,51,12
34055,55,75,14
34056,19,18,3
34057,16,8,0
34058,87,258,69
34059,8,10,2
34060,39,145,36
34061,55,189,40
34062,13,5,1
34063,122,443,132
34064,148,541,136
34065,141,489,139
34066,137,500,119
34067,36,63,8
34068,8,5,0
34069,27,9,2
34070,27,24,4
34071,3,0,0
34072,103,348,102
34073,1,0,0
34074,98,298,79
34075,29,2,0
34076,16,4,1
34077,34,84,16
34078,76,261,59
34079,2,1,0
34080,54,104,27
34081,32,38,7
34082,20,25,5
34083,14,23,6
34084,31,22,8
34085,154,662,174
34086,6,2,0
34087,39,52,7
34088,33,12,0
34089,37,24,3
34090,7,12,1
34091,23,39,8
34092,38,63,12
34093,39,67,12
34094,137,537,141
34095,1,0,0
34096,16,47,6
34097,37,25,6
34098,17,10,1
34099,36,111,34
34100,152,468,105
34101,33,83,13
34102,20,33,11
34103,115,411,118
34104,87,224,67
34105,7,3,0
34106,37,15,1
34107,11,23,7
34108,4,2,1
34109,55,147,30
34110,36,28,4
34111,156,596,170
34112,19,48,10
34113,33,21,6
34114,81,251,64
34115,117,380,101
34116,2,0,0
34117,20,55,12
34118,8,14,0
34119,85,316,106
34120,5,7,4
34121,36,78,19
34122,9,9,1
34123,64,172,42
34124,9,13,4
34125,40,67,16
34126,29,22,1
34127,38,73,18
34128,36,76,17
34129,37,97,16
34130,108,363,89
34131,113,329,82
34132,19,11,0
34133,21,8,2
34134,110,380,114
34135,42,66,8
34136,149,532,130
34137,144,525,138
34138,53,134,36
34139,10,35,8
34140,26,31,2
34141,92,326,99
34142,60,116,29
34143,3,3,1
34144,134,522,179
34145,38,92,20
34146,80,246,57
34147,48,40,6
34148,121,424,117
34149,39,83,12
34150,90,220,46
34151,43,92,12
34152,152,549,170
34153,3,2,1
34154,58,114,25
34155,2,1,1
34156,18,8,2
34157,136,531,164
34158,143,501,131
34159,4,4,0
34160,126,483,142
34161,53,17,3
34162,39,69,10
34163,105,350,94
34164,21,35,9
34165,27,29,6
34166,97,353,98
34167,25,26,0
34168,1,0,0
34169,16,55,12
34170,54,177,52
34171,1,1,1
34172,10,14,2
34173,26,9,3
34174,29,56,2
34175,36,32,7
34176,64,140,33
34177,94,240,47
34178,3,6,1
34179,12,42,5
34180,15,27,2
34181,104,297,68
34182,46,108,29
34183,33,59,12
34184,95,257,63
34185,78,211,51
34186,127,439,110
34187,102,292,85
34188,31,26,4
34189,19,57,17
34190,28,64,15
34191,151,617,186
34192,55,180,48
34193,109,284,74
34194,43,49,17
34195,31,76,20
34196,83,240,65
34197,38,111,30
34198,89,309,85
34199,2,2,0
34200,10,9,3
34201,114,448,124
34202,5,3,0
34203,55,170,46
34204,111,304,75
34205,7,6,1
34206,134,515,140
34207,21,9,1
34208,1,0,0
34209,141,499,153
34210,2,2,0
34211,21,20,6
34212,10,10,2
34213,37,105,22
34214,48,135,37
34215,11,18,1
34216,18,17,2
34217,72,150,37
34218,1,0,0
34219,45,39,5
34220,7,5,1
34221,5,3,2
34222,55,139,29
34223,91,241,57
34224,12,33,7
34225,7,3,0
34226,9,9,3
34227,3,0,0
34228,16,36,11
34229,18,46,9
34230,78,264,64
34231,103,287,66
34232,93,338,80
34233,37,70,10
34234,154,561,173
34235,50,113,25
34236,3,0,0
34237,85,266,55
34238,31,29,7
34239,27,14,3
34240,9,16,3
34241,149,640,203
34242,106,388,102
34243,13,23,6
34244,10,27,5
34245,110,308,85
34246,97,278,81
34247,51,56,13
34248,32,106,29
34249,56,170,38
34250,104,310,83
34251,13,7,1
34252,34,14,4
34253,35,66,17
34254,75,236,48
34255,157,612,207
34256,2,7,1
34257,82,244,54
34258,39,96,22
34259,38,91,18
34260,32,43,12
34261,98,299,70
34262,3,9,1
34263,90,265,69
34264,22,67,18
34265,49,125,28
34266,38,105,32
34267,40,129,36
34268,49,158,42
34269,40,37,7
34270,5,4,1
34271,14,3,1
34272,62,198,54
34273,1,1,0
34274,144,519,146
34275,60,40,7
34276,31,16,1
34277,49,19,3
34278,42,38,3
34279,25,8,1
34280,39,114,29
34281,2,2,0
34282,33,29,9
34283,79,235,56
34284,5,9,3
34285,148,604,185
34286,30,18,1
34287,146,598,171
34288,45,91,28
34289,18,56,13
34290,39,51,9
34291,48,38,9
34292,12,11,0
34293,102,244,63
34294,2,0,0
34295,11,10,1
34296,7,3,0
34297,39,82,16
34298,12,19,1
34299,6,8,2
34300,41,23,3
34301,17,25,6
34302,145,544,158
34303,8,6,1
34304,9,9,4
34305,11,35,11
34306,54,141,41
34307,41,90,16
34308,5,13,2
34309,65,190,34
34310,3,6,0
34311,1,0,0
34312,19,54,14
34313,38,83,13
34314,21,3,0
34315,155,617,172
34316,2,2,0
34317,1,2,1
34318,108,386,108
34319,84,221,60
34320,72,232,58
34321,37,78,17
34322,14,29,5
34323,3,7,1
34324,24,73,15
34325,92,284,67
34326,40,46,9
34327,100,277,81
34328,16,22,3
34329,17,33,6
34330,122,389,108
34331,153,614,169
34332,43,67,5
34333,110,374,94
34334,110,331,89
34335,143,527,155
34336,156,593,203
34337,3,0,0
34338,30,70,8
34339,5,0,0
34340,144,557,136
34341,32,95,19
34342,23,44,7
34343,23,17,4
34344,7,15,1
34345,35,63,2
34346,130,415,96
34347,85,208,52
34348,73,205,66
34349,39,97,20
34350,66,161,41
34351,9,21,3
34352,29,34,4
34353,7,13,3
34354,24,45,10
34355,79,214,57
34356,42,152,36
34357,96,357,104
34358,4,1,0
34359,37,120,30
34360,34,67,13
34361,55,149,40
34362,47,72,17
34363,7,14,6
34364,36,70,10
34365,151,640,190
34366,4,4,0
34367,109,334,81
34368,12,37,8
34369,28,16,1
34370,33,37,7
34371,20,12,3
34372,13,5,0
34373,1,0,0
34374,16,5,1
34375,1,1,0
34376,140,471,144
34377,58,130,41
34378,4,4,0
34379,39,41,7
34380,62,93,20
34381,121,412,119
34382,101,268,69
34383,151,568,191
34384,5,0,0
34385,135,477,117
34386,146,552,161
34387,84,252,59
34388,40,111,18
34389,7,20,3
34390,104,314,77
34391,45,41,5
34392,141,575,146
34393,138,506,144
34394,30,23,2
34395,155,610,177
34396,67,221,58
34397,118,388,110
34398,70,157,41
34399,26,53,11
34400,35,41,11
34401,15,6,2
34402,118,445,119
34403,105,243,55
34404,44,22,1
34405,1,0,0
34406,74,189,45
34407,122,403,109
34408,36,112,25
34409,7,11,2
34410,10,5,3
34411,75,275,77
34412,9,11,2
34413,156,641,198
34414,67,191,39
34415,2,1,0
34416,25,100,26
34417,38,37,8
34418,42,6,0
34419,33,14,2
34420,41,100,12
34421,80,197,48
34422,150,547,155
34423,2,0,0
34424,33,52,4
34425,98,343,99
34426,153,584,170
34427,67,142,27
34428,30,61,7
34429,129,443,112
34430,1,4,0
34431,54,209,64
34432,59,126,26
34433,88,181,51
34434,42,159,42
34435,86,314,100
34436,56,172,42
34437,9,12,0
34438,20,10,4
34439,36,78,20
34440,34,60,14
34441,28,28,5
34442,52,17,1
34443,35,77,9
34444,155,608,185
34445,147,525,148
34446,64,169,41
34447,67,192,46
34448,57,169,36
34449,10,3,1
34450,23,49,9
34451,35,85,14
34452,2,4,1
34453,59,27,1
34454,13,50,12
34455,155,566,194
34456,2,3,0
34457,9,5,2
34458,1,1,1
34459,1,0,0
34460,7,6,0
34461,112,296,80
34462,59,149,35
34463,5,4,1
34464,35,70,10
34465,134,474,118
34466,12,18,3
34467,3,0,0
34468,124,435,110
34469,3,8,0
34470,15,13,1
34471,15,56,14
34472,124,474,133
34473,73,198,63
34474,27,8,3
34475,1,2,0
34476,38,44,9
34477,115,348,98
34478,34,118,24
34479,102,372,109
34480,16,28,7
34481,2,1,0
34482,42,15,1
34483,20,16,2
34484,50,128,30
34485,98,280,75
34486,151,594,180
34487,39,110,36
34488,1,2,0
34489,80,201,60
34490,2,2,0
34491,83,186,59
34492,41,39,9
34493,16,12,2
34494,20,8,1
34495,5,0,0
34496,75,238,65
34497,113,415,133
34498,1,0,0
34499,14,13,2
34500,14,22,5
34501,61,177,41
34502,10,10,0
34503,111,422,119
34504,36,12,1
34505,4,5,2
34506,40,131,27
34507,151,597,192
34508,39,40,10
34509,40,116,16
34510,10,33,6
34511,40,89,13
34512,4,4,1
34513,7,20,3
34514,1,1,0
34515,4,14,3
34516,54,96,22
34517,2,1,0
34518,4,11,2
34519,109,365,110
34520,85,256,70
34521,3,0,0
34522,11,6,1
34523,13,7,1
34524,81,260,70
34525,36,33,6
34526,43,34,4
34527,47,61,13
34528,27,58,14
34529,46,87,15
34530,3,0,0
34531,95,277,74
34532,48,86,25
34533,9,0,0
34534,13,10,0
34535,22,36,5
34536,2,0,0
34537,10,23,4
34538,9,5,0
34539,18,48,10
34540,4,3,0
34541,6,2,0
34542,34,81,22
34543,46,24,4
34544,35,61,12
34545,34,67,20
34546,32,7,0
34547,126,437,123
34548,3,1,0
34549,18,6,1
34550,141,524,148
34551,94,263,67
34552,82,256,70
34553,37,90,26
34554,144,553,139
34555,9,13,2
34556,27,39,6
34557,3,6,2
34558,39,44,8
34559,59,163,35
34560,104,366,111
34561,4,1,0
34562,153,522,150
34563,15,17,1
34564,117,384,104
34565,108,205,48
34566,1,0,0
34567,37,102,25
34568,2,0,0
34569,2,1,0
34570,24,40,7
34571,7,9,3
34572,53,129,31
34573,15,47,9
34574,102,337,111
34575,119,451,116
34576,79,255,56
34577,2,0,0
34578,154,587,164
34579,3,0,0
34580,12,10,4
34581,69,209,55
34582,61,178,44
34583,155,603,144
34584,52,82,21
34585,89,204,51
34586,84,356,110
34587,58,222,64
34588,141,588,193
34589,139,525,158
34590,39,70,15
34591,142,503,164
34592,149,586,172
34593,14,5,1
34594,10,6,1
34595,30,31,5
34596,136,559,180
34597,39,45,9
34598,23,12,1
34599,141,540,151
34600,50,142,26
34601,41,110,40
34602,142,531,162
34603,153,595,185
34604,5,0,0
34605,33,13,2
34606,16,18,4
34607,22,37,9
34608,90,289,68
34609,143,526,170
34610,151,522,147
34611,33,34,6
34612,35,83,10
34613,65,198,51
34614,1,0,0
34615,16,4,1
34616,30,14,2
34617,16,12,4
34618,6,15,1
34619,28,11,0
34620,20,36,7
34621,11,26,5
34622,35,63,11
34623,130,457,113
34624,119,372,88
34625,153,620,189
34626,34,88,28
34627,33,65,13
34628,1,1,0
34629,51,91,26
34630,3,1,0
34631,113,322,71
34632,1,0,0
34633,36,95,22
34634,115,410,117
34635,82,127,34
34636,145,483,113
34637,110,424,150
34638,119,368,87
34639,134,481,146
34640,75,195,56
34641,27,50,7
34642,5,1,0
34643,31,38,6
34644,157,566,173
34645,87,252,71
34646,3,4,0
34647,1,1,1
34648,41,42,3
34649,9,19,3
34650,5,5,0
34651,24,20,4
34652,8,7,2
34653,21,12,1
34654,157,637,172
34655,31,7,0
34656,53,17,4
34657,9,32,4
34658,107,419,116
34659,32,43,13
34660,10,12,3
34661,27,18,2
34662,130,438,114
34663,27,35,7
34664,6,1,1
34665,16,44,6
34666,131,415,91
34667,23,38,2
34668,11,15,2
34669,73,151,41
34670,8,7,2
34671,94,289,86
34672,22,9,2
34673,18,4,1
34674,38,44,5
34675,115,399,109
34676,11,13,1
34677,153,561,159
34678,36,13,3
34679,24,32,5
34680,11,12,3
34681,105,322,96
34682,45,56,7
34683,106,318,108
34684,19,27,9
34685,10,9,1
34686,5,5,2
34687,41,93,14
34688,82,224,50
34689,110,313,88
34690,31,93,20
34691,44,95,31
34692,110,374,112
34693,34,111,25
34694,40,96,16
34695,66,179,42
34696,45,70,12
34697,141,582,159
34698,108,327,85
34699,8,3,0
34700,25,29,2
34701,11,2,0
34702,16,2,1
34703,2,0,0
34704,21,19,3
34705,13,26,6
34706,40,57,6
34707,157,610,163
34708,131,476,111
34709,2,2,0
34710,24,37,5
34711,46,20,2
34712,93,207,53
34713,50,51,16
34714,11,28,6
34715,157,641,218
34716,36,80,16
34717,13,28,9
34718,1,0,0
34719,146,540,157
34720,36,36,2
34721,1,1,1
34722,155,507,115
34723,48,71,13
34724,150,547,149
34725,1,4,1
34726,5,1,0
34727,35,33,11
34728,134,538,165
34729,143,490,128
34730,125,467,135
34731,74,37,4
34732,40,65,8
34733,20,55,11
34734,10,10,3
34735,35,20,2
34736,3,8,0
34737,10,3,0
34738,11,4,0
34739,53,169,37
34740,4,9,1
34741,10,12,1
34742,22,50,5
34743,1,0,0
34744,34,35,10
34745,20,7,0
34746,4,14,3
34747,7,0,0
34748,27,68,11
34749,27,41,3
34750,114,427,132
34751,5,6,1
34752,72,136,37
34753,12,34,6
34754,139,480,131
34755,35,16,1
34756,7,21,4
34757,36,113,21
34758,3,5,2
34759,147,601,176
34760,15,4,0
34761,54,112,29
34762,129,532,157
34763,10,1,0
34764,30,43,8
34765,126,396,111
34766,42,16,4
34767,36,82,19
34768,58,129,27
34769,91,264,60
34770,17,56,15
34771,32,49,6
34772,1,0,0
34773,47,66,8
34774,29,40,7
34775,12,5,2
34776,122,414,128
34777,2,0,0
34778,31,71,16
34779,1,0,0
34780,108,356,88
34781,1,0,0
34782,106,372,92
34783,5,8,1
34784,27,49,6
34785,28,12,4
34786,105,298,70
34787,34,36,9
34788,31,15,4
34789,2,0,0
34790,122,377,105
34791,33,44,6
34792,48,121,28
34793,62,185,42
34794,3,8,0
34795,18,36,8
34796,2,2,0
34797,4,4,0
34798,55,138,32
34799,66,179,43
34800,2,0,0
34801,103,279,71
34802,39,44,16
34803,9,3,1
34804,3,6,1
34805,1,0,0
34806,39,95,27
34807,126,435,119
34808,92,298,77
34809,32,50,7
34810,36,138,43
34811,106,388,97
34812,5,10,1
34813,1,1,0
34814,51,76,19
34815,35,61,11
34816,64,172,39
34817,4,4,1
34818,43,65,14
34819,130,506,156
34820,90,274,76
34821,4,8,1
34822,67,199,45
34823,88,265,70
34824,84,222,59
34825,132,525,153
34826,8,1,0
34827,4,11,1
34828,67,156,42
34829,69,142,31
34830,32,51,7
34831,8,11,0
34832,55,139,38
34833,118,367,108
34834,146,555,192
34835,15,22,5
34836,76,235,58
34837,3,1,0
34838,40,97,24
34839,35,74,13
34840,1,0,0
34841,41,105,34
34842,41,58,13
34843,22,36,5
34844,138,542,160
34845,27,77,20
34846,53,114,32
34847,9,31,4
34848,3,9,1
34849,79,315,92
34850,17,27,6
34851,69,154,35
34852,39,75,17
34853,6,14,1
34854,21,45,10
34855,55,141,32
34856,1,4,2
34857,9,18,4
34858,21,9,1
34859,31,48,8
34860,86,259,63
34861,146,514,156
34862,37,8,2
34863,48,68,15
34864,16,17,3
34865,13,3,0
34866,4,0,0
34867,40,98,19
34868,2,4,1
34869,20,13,2
34870,32,22,7
34871,1,1,0
34872,127,490,153
34873,9,3,1
34874,156,619,150
34875,69,208,61
34876,40,77,20
34877,30,7,2
34878,13,9,2
34879,6,7,2
34880,4,0,0
34881,27,22,3
34882,20,28,3
34883,5,2,0
34884,38,84,12
34885,11,3,1
34886,74,228,70
34887,157,618,171
34888,33,35,2
34889,1,0,0
34890,5,2,1
34891,38,82,11
34892,61,145,38
34893,5,3,0
34894,27,50,10
34895,1,1,0
34896,33,86,17
34897,141,531,138
34898,53,78,16
34899,1,1,0
34900,36,81,15
34901,130,414,101
34902,44,128,27
34903,17,20,3
34904,84,278,66
34905,1,0,0
34906,56,83,15
34907,3,3,1
34908,155,617,200
34909,40,102,12
34910,71,123,32
34911,107,283,64
34912,36,129,30
34913,119,424,133
34914,144,518,170
34915,36,91,14
34916,11,16,3
34917,76,230,59
34918,3,1,0
34919,27,84,25
34920,155,554,159
34921,6,3,0
34922,2,2,0
34923,19,18,3
34924,12,5,0
34925,15,11,1
34926,40,90,15
34927,77,214,49
34928,20,72,14
34929,106,367,95
34930,67,182,37
34931,37,102,21
34932,1,3,0
34933,26,35,8
34934,145,540,148
34935,38,103,18
34936,40,67,13
34937,8,20,2
34938,27,46,8
34939,9,2,0
34940,14,11,1
34941,12,16,3
34942,21,47,13
34943,50,52,13
34944,58,101,23
34945,1,0,0
34946,39,67,8
34947,153,642,177
34948,130,393,113
34949,127,435,104
34950,37,66,11
34951,34,111,23
34952,113,370,88
34953,18,25,4
34954,11,20,5
34955,17,26,3
34956,34,77,12
34957,21,7,3
34958,141,523,155
34959,69,105,18
34960,148,556,161
34961,1,0,0
34962,154,557,128
34963,38,21,2
34964,152,620,199
34965,65,137,35
34966,41,106,23
34967,10,4,0
34968,42,55,8
34969,136,483,121
34970,152,527,158
34971,33,36,5
34972,149,628,185
34973,17,46,9
34974,118,378,101
34975,7,2,0
34976,93,326,71
34977,32,57,14
34978,23,27,3
34979,24,17,5
34980,19,12,1
34981,3,0,0
34982,4,0,0
34983,77,248,61
34984,9,23,10
34985,67,132,30
34986,7,5,1
34987,6,16,2
34988,3,7,2
34989,79,268,83
34990,133,480,116
34991,35,121,24
34992,148,512,148
34993,2,0,0
34994,149,563,142
34995,64,184,49
34996,156,576,167
34997,34,63,12
34998,7,20,3
34999,57,101,18
35000,40,74,18
35001,124,389,92
35002,106,321,83
35003,129,446,125
35004,12,10,1
35005,35,16,2
35006,1,0,0
35007,45,37,4
35008,4,5,0
35009,28,90,17
35010,90,327,100
35011,19,13,1
35012,6,14,4
35013,57,169,48
35014,89,280,72
35015,154,641,182
35016,3,2,1
35017,60,150,31
35018,74,213,49
35019,1,1,0
35020,38,6,1
35021,1,2,0
35022,80,285,72
35023,52,69,18
35024,54,92,14
35025,14,13,2
35026,11,5,1
35027,11,15,5
35028,5,0,0
35029,48,67,13
35030,149,559,172
35031,139,477,136
35032,140,437,103
35033,42,33,4
35034,75,132,33
35035,36,67,10
35036,30,61,0
35037,18,4,0
35038,89,334,106
35039,3,6,0
35040,128,369,83
35041,122,449,127
35042,2,5,1
35043,54,107,34
35044,39,77,18
35045,131,509,145
35046,41,59,9
35047,155,573,169
35048,9,14,2
35049,130,471,153
35050,143,543,152
